U.S. Regional Level,ID Code,U.S. Regional Title,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
Micropolitan Statistical Area,220540,"Dyersburg, TN",2.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,4.0,9.0,2.0,35.0
Micropolitan Statistical Area,234500,"Mount Vernon, IL",4.0,0.0,2.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,3.0,35.0
Micropolitan Statistical Area,249780,"Zanesville, OH",3.0,7.0,3.0,5.0,1.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,35.0
Micropolitan Statistical Area,214300,"Bonham, TX",0.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,34.0
Micropolitan Statistical Area,219020,"Culpeper, VA",2.0,1.0,0.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,4.0,6.0,34.0
Micropolitan Statistical Area,220900,"El Campo, TX",3.0,4.0,2.0,4.0,1.0,4.0,5.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,34.0
Micropolitan Statistical Area,221740,"Evanston, WY",0.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,4.0,2.0,2.0,6.0,3.0,4.0,0.0,1.0,34.0
Micropolitan Statistical Area,231260,"Lufkin, TX",2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,34.0
Micropolitan Statistical Area,235220,"New Castle, IN",3.0,3.0,5.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,5.0,34.0
Micropolitan Statistical Area,239220,"Price, UT",2.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0,6.0,3.0,5.0,1.0,3.0,34.0
Micropolitan Statistical Area,246860,"Vernal, UT",0.0,2.0,1.0,2.0,2.0,0.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,34.0
Micropolitan Statistical Area,245540,"The Villages, FL",2.0,0.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,5.0,34.0
Micropolitan Statistical Area,215660,"Calhoun, GA",2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,5.0,1.0,3.0,3.0,2.0,33.0
Micropolitan Statistical Area,221260,"Ellensburg, WA",3.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,6.0,33.0
Micropolitan Statistical Area,225300,"Hannibal, MO",5.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,1.0,0.0,33.0
Micropolitan Statistical Area,225580,"Hastings, NE",2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,33.0
Micropolitan Statistical Area,227020,"Iron Mountain, MI-WI",2.0,3.0,1.0,2.0,0.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,33.0
Micropolitan Statistical Area,232660,"McMinnville, TN",2.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,3.0,4.0,33.0
Micropolitan Statistical Area,235700,"Nogales, AZ",1.0,6.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,33.0
Micropolitan Statistical Area,237220,"Pahrump, NV",1.0,3.0,2.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,5.0,2.0,1.0,4.0,33.0
Micropolitan Statistical Area,242420,"Scottsbluff, NE",7.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,33.0
Micropolitan Statistical Area,245740,"Toccoa, GA",4.0,0.0,2.0,2.0,6.0,6.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,33.0
Micropolitan Statistical Area,248180,"Waycross, GA",0.0,0.0,1.0,1.0,4.0,3.0,9.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,33.0
Micropolitan Statistical Area,210460,"Alamogordo, NM",3.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,4.0,2.0,2.0,6.0,2.0,32.0
Micropolitan Statistical Area,217380,"Cleveland, MS",7.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,3.0,0.0,2.0,0.0,3.0,6.0,2.0,32.0
Micropolitan Statistical Area,233500,"Minot, ND",2.0,6.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,5.0,2.0,3.0,3.0,32.0
Micropolitan Statistical Area,213060,"Bay City, TX",1.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,31.0
Micropolitan Statistical Area,214780,"Brenham, TX",3.0,2.0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,0.0,3.0,1.0,31.0
Micropolitan Statistical Area,220140,"Dublin, GA",3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,4.0,0.0,31.0
Micropolitan Statistical Area,225700,"Hays, KS",0.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,7.0,3.0,3.0,1.0,31.0
Micropolitan Statistical Area,244500,"Stephenville, TX",4.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,31.0
Micropolitan Statistical Area,210100,"Aberdeen, SD",1.0,1.0,2.0,2.0,2.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,5.0,30.0
Micropolitan Statistical Area,233580,"Mitchell, SD",3.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,5.0,2.0,1.0,30.0
Micropolitan Statistical Area,243940,"Spearfish, SD",1.0,2.0,1.0,2.0,0.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,30.0
Micropolitan Statistical Area,248780,"Williston, ND",3.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,30.0
Micropolitan Statistical Area,214220,"Bogalusa, LA",0.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,29.0
Micropolitan Statistical Area,219980,"Dodge City, KS",1.0,5.0,1.0,2.0,1.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,29.0
Micropolitan Statistical Area,221020,"Elizabeth City, NC",0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,4.0,7.0,29.0
Micropolitan Statistical Area,233300,"Milledgeville, GA",5.0,5.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,29.0
Micropolitan Statistical Area,233380,"Minden, LA",1.0,4.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,3.0,5.0,0.0,0.0,29.0
Micropolitan Statistical Area,239780,"Red Bluff, CA",1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,29.0
Micropolitan Statistical Area,243180,"Shelbyville, TN",0.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,1.0,1.0,29.0
Micropolitan Statistical Area,220460,"Durant, OK",1.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,28.0
Micropolitan Statistical Area,221220,"Elko, NV",2.0,1.0,4.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,28.0
Micropolitan Statistical Area,221420,"Enid, OK",2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,3.0,1.0,4.0,1.0,4.0,2.0,28.0
Micropolitan Statistical Area,221900,"Fairmont, WV",2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,4.0,5.0,1.0,28.0
Micropolitan Statistical Area,229780,"Las Vegas, NM",2.0,3.0,0.0,2.0,4.0,2.0,3.0,4.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,28.0
Micropolitan Statistical Area,235580,"New Ulm, MN",4.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,28.0
Micropolitan Statistical Area,237540,"Paris, TN",3.0,2.0,4.0,3.0,1.0,1.0,4.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,28.0
Micropolitan Statistical Area,211860,"Atchison, KS",2.0,2.0,0.0,5.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,27.0
Micropolitan Statistical Area,214180,"Blytheville, AR",3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,27.0
Micropolitan Statistical Area,218900,"Crossville, TN",0.0,4.0,0.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,27.0
Micropolitan Statistical Area,227700,"Jesup, GA",1.0,1.0,0.0,2.0,3.0,2.0,7.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,27.0
Micropolitan Statistical Area,213660,"Big Rapids, MI",2.0,0.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,26.0
Micropolitan Statistical Area,216100,"Carlsbad-Artesia, NM",1.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,5.0,1.0,2.0,26.0
Micropolitan Statistical Area,227380,"Jacksonville, TX",5.0,3.0,4.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,26.0
Micropolitan Statistical Area,228620,"Kill Devil Hills, NC",2.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,3.0,1.0,26.0
Micropolitan Statistical Area,211580,"Arcadia, FL",2.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,25.0
Micropolitan Statistical Area,216460,"Centralia, IL",3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,3.0,2.0,4.0,2.0,25.0
Micropolitan Statistical Area,224460,"Great Bend, KS",4.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,25.0
Micropolitan Statistical Area,230060,"Lebanon, MO",2.0,0.0,2.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,1.0,25.0
Micropolitan Statistical Area,237500,"Paragould, AR",8.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,25.0
Micropolitan Statistical Area,242460,"Scottsboro, AL",4.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,25.0
Micropolitan Statistical Area,246780,"Van Wert, OH",1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,25.0
Micropolitan Statistical Area,248220,"Weatherford, OK",1.0,0.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,8.0,25.0
Micropolitan Statistical Area,210760,"Alexander City, AL",1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,3.0,0.0,2.0,2.0,3.0,2.0,24.0
Micropolitan Statistical Area,220980,"El Dorado, AR",1.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,24.0
Micropolitan Statistical Area,226260,"Hope, AR",2.0,3.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,4.0,24.0
Micropolitan Statistical Area,231660,"Malone, NY",3.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,24.0
Micropolitan Statistical Area,240260,"Roanoke Rapids, NC",2.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,24.0
Micropolitan Statistical Area,244860,"Sulphur Springs, TX",1.0,6.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,24.0
Micropolitan Statistical Area,245180,"Talladega-Sylacauga, AL",2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,5.0,5.0,24.0
Micropolitan Statistical Area,247780,"Washington, IN",1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,6.0,4.0,1.0,1.0,2.0,24.0
Micropolitan Statistical Area,245980,"Troy, AL",1.0,1.0,4.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,2.0,24.0
Micropolitan Statistical Area,210660,"Albert Lea, MN",1.0,3.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,23.0
Micropolitan Statistical Area,215900,"Canton, IL",0.0,2.0,5.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,5.0,0.0,23.0
Micropolitan Statistical Area,225460,"Harrison, AR",1.0,3.0,3.0,3.0,4.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,23.0
Micropolitan Statistical Area,225780,"Henderson, NC",1.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,23.0
Micropolitan Statistical Area,226500,"Huntingdon, PA",1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,6.0,23.0
Micropolitan Statistical Area,231620,"Magnolia, AR",4.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,23.0
Micropolitan Statistical Area,237940,"Peru, IN",2.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,2.0,23.0
Micropolitan Statistical Area,242620,"Searcy, AR",4.0,2.0,2.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,23.0
Micropolitan Statistical Area,247660,"Warrensburg, MO",1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,5.0,1.0,23.0
Micropolitan Statistical Area,225380,"Harrisburg, IL",2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,22.0
Micropolitan Statistical Area,230420,"Lexington, NE",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,0.0,1.0,0.0,22.0
Micropolitan Statistical Area,238740,"Poplar Bluff, MO",3.0,0.0,4.0,2.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,22.0
Micropolitan Statistical Area,241220,"St. Marys, GA",1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,22.0
Micropolitan Statistical Area,243460,"Sikeston, MO",1.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,22.0
Micropolitan Statistical Area,210980,"Alpena, MI",0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,21.0
Micropolitan Statistical Area,234300,"Mountain Home, ID",2.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,21.0
Micropolitan Statistical Area,237580,"Paris, TX",2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,21.0
Micropolitan Statistical Area,242780,"Selinsgrove, PA",0.0,2.0,0.0,3.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,21.0
Micropolitan Statistical Area,243500,"Silver City, NM",0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,21.0
Micropolitan Statistical Area,244340,"Statesboro, GA",4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,21.0
Micropolitan Statistical Area,247080,"Vidalia, GA",5.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0
Micropolitan Statistical Area,247920,"Washington Court House, OH",1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,21.0
Micropolitan Statistical Area,248460,"West Plains, MO",1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,21.0
Micropolitan Statistical Area,249380,"Worthington, MN",4.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,21.0
Micropolitan Statistical Area,212900,"Batesville, AR",0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,20.0
Micropolitan Statistical Area,216900,"Chester, SC",2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,4.0,20.0
Micropolitan Statistical Area,226020,"Hobbs, NM",3.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,20.0
Micropolitan Statistical Area,231300,"Lumberton, NC",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,20.0
Micropolitan Statistical Area,232460,"Mayfield, KY",1.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0
Micropolitan Statistical Area,235020,"Natchez, MS-LA",3.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0
Micropolitan Statistical Area,242740,"Sedalia, MO",1.0,1.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,20.0
Micropolitan Statistical Area,245520,"The Dalles, OR",2.0,3.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,20.0
Micropolitan Statistical Area,247180,"Vincennes, IN",2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,20.0
Micropolitan Statistical Area,224900,"Greenwood, MS",2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,19.0
Micropolitan Statistical Area,226700,"Huron, SD",1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,19.0
Micropolitan Statistical Area,234460,"Mount Sterling, KY",2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,19.0
Micropolitan Statistical Area,237300,"Palestine, TX",1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,19.0
Micropolitan Statistical Area,240760,"Ruidoso, NM",0.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,19.0
Micropolitan Statistical Area,243660,"Snyder, TX",3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,19.0
Micropolitan Statistical Area,245140,"Tahlequah, OK",1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,19.0
Micropolitan Statistical Area,247500,"Walterboro, SC",2.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,19.0
Micropolitan Statistical Area,215060,"Brookings, OR",3.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,18.0
Micropolitan Statistical Area,221640,"Eufaula, AL-GA",0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,0.0,0.0,18.0
Micropolitan Statistical Area,223500,"Gaffney, SC",2.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,18.0
Micropolitan Statistical Area,227940,"Juneau, AK",0.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,18.0
Micropolitan Statistical Area,230820,"Lock Haven, PA",2.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0
Micropolitan Statistical Area,232500,"Maysville, KY",1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,18.0
Micropolitan Statistical Area,234260,"Mountain Home, AR",0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,18.0
Micropolitan Statistical Area,235860,"North Vernon, IN",3.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,18.0
Micropolitan Statistical Area,239260,"Prineville, OR",1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,18.0
Micropolitan Statistical Area,244540,"Sterling, CO",0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,18.0
Micropolitan Statistical Area,245000,"Susanville, CA",2.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,18.0
Micropolitan Statistical Area,214420,"Borger, TX",2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,17.0
Micropolitan Statistical Area,223980,"Glasgow, KY",1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,17.0
Micropolitan Statistical Area,229220,"La Follette, TN",1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,3.0,17.0
Micropolitan Statistical Area,236060,"Oak Hill, WV",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,3.0,0.0,17.0
Micropolitan Statistical Area,243980,"Spencer, IA",2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,17.0
Micropolitan Statistical Area,244740,"Storm Lake, IA",2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,17.0
Micropolitan Statistical Area,244900,"Summerville, GA",1.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,17.0
Micropolitan Statistical Area,218340,"Corbin, KY",2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,17.0
Micropolitan Statistical Area,213620,"Berlin, NH-VT",1.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,16.0
Micropolitan Statistical Area,218380,"Cordele, GA",1.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,16.0
Micropolitan Statistical Area,218420,"Corinth, MS",2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,16.0
Micropolitan Statistical Area,218620,"Corsicana, TX",2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,16.0
Micropolitan Statistical Area,227300,"Jacksonville, IL",1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,16.0
Micropolitan Statistical Area,229980,"Lawrenceburg, TN",4.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0
Micropolitan Statistical Area,230220,"Levelland, TX",3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,16.0
Micropolitan Statistical Area,232280,"Martin, TN",1.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,16.0
Micropolitan Statistical Area,235140,"Newberry, SC",2.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0
Micropolitan Statistical Area,239020,"Portsmouth, OH",1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,16.0
Micropolitan Statistical Area,221120,"Elk City, OK",0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,15.0
Micropolitan Statistical Area,230280,"Lewisburg, TN",1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,15.0
Micropolitan Statistical Area,232540,"McAlester, OK",0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0,15.0
Micropolitan Statistical Area,234660,"Murray, KY",0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,15.0
